ResolutionVector;RouteTimeVector;TotalTimeVector;TotalDistanceVector;TotalNodesVector
1;1.0435593128204346;45.05878496170044;47076;47360
1;1.183558464050293;48.38425922393799;47076;47360
1;0.9450085163116455;45.51894021034241;47076;47360
1;1.778580904006958;48.34711003303528;47076;47360
1;1.0136933326721191;52.61369466781616;47076;47360
1;0.7371108531951904;32.06370711326599;47076;47360
1;0.6576507091522217;41.397915840148926;47076;47360
1;1.0271987915039062;45.203829765319824;47076;47360
1;1.6482741832733154;33.12008595466614;47076;47360
1;2.127800941467285;47.334091901779175;47076;47360
2;0.5390892028808594;11.950610876083374;47076;23828
2;0.6000988483428955;12.23625111579895;47076;23828
2;1.1477303504943848;19.796883821487427;47076;23828
2;0.5975513458251953;10.92633843421936;47076;23828
2;0.5431082248687744;10.658343315124512;47076;23828
2;0.6435935497283936;25.070311546325684;47076;23828
2;0.5875699520111084;31.318204164505005;47076;23828
2;0.7553765773773193;14.102778434753418;47076;23828
2;0.560692310333252;19.838823318481445;47076;23828
2;1.5809273719787598;14.232699871063232;47076;23828
3;0.6154770851135254;8.942822456359863;47076;15972
3;0.5811166763305664;9.909632921218872;47076;15972
3;0.648413896560669;8.230408430099487;47076;15972
3;0.6663968563079834;11.57136607170105;47076;15972
3;1.1915605068206787;12.01810336112976;47076;15972
3;0.7177410125732422;11.037863969802856;47076;15972
3;0.6358394622802734;10.669347763061523;47076;15972
3;0.6006855964660645;8.824603796005249;47076;15972
3;0.7395679950714111;10.556866645812988;47076;15972
3;0.7900984287261963;11.344844341278076;47076;15972
4;0.8350517749786377;8.07431411743164;47076;12068
4;0.5832619667053223;12.345103025436401;47076;12068
4;1.5749924182891846;7.198598384857178;47076;12068
4;0.6956729888916016;6.315158843994141;47076;12068
4;0.7978379726409912;8.083184719085693;47076;12068
4;0.8206114768981934;6.81045126914978;47076;12068
4;0.8230884075164795;8.69778060913086;47076;12068
4;0.5329787731170654;7.488287448883057;47076;12068
4;0.7068958282470703;6.553834438323975;47076;12068
4;0.6395232677459717;7.113572120666504;47076;12068
5;1.1497411727905273;7.600090980529785;47076;9712
5;0.6997964382171631;6.704254627227783;47076;9712
5;0.6084320545196533;5.518330812454224;47076;9712
5;0.6113715171813965;8.732982158660889;47076;9712
5;0.8507132530212402;5.566219329833984;47076;9712
5;0.5390670299530029;7.834582328796387;47076;9712
5;0.5857408046722412;4.73625922203064;47076;9712
5;1.5005838871002197;6.616954803466797;47076;9712
5;0.5198168754577637;9.072718143463135;47076;9712
5;1.4095075130462646;8.62251877784729;47076;9712
6;0.818598747253418;8.199320316314697;47076;8130
6;0.6242427825927734;5.434394836425781;47076;8130
6;0.6210389137268066;7.627759218215942;47076;8130
6;0.518010139465332;4.252105712890625;47076;8130
6;0.6538710594177246;5.014517545700073;47076;8130
6;0.5700969696044922;4.156080007553101;47076;8130
6;0.5580308437347412;4.268222093582153;47076;8130
6;0.5582706928253174;3.9487578868865967;47076;8130
6;0.5123586654663086;5.92888617515564;47076;8130
6;2.272115468978882;8.799227952957153;47076;8130
7;0.7015886306762695;6.222838401794434;47076;7005
7;0.8210999965667725;7.572436094284058;47076;7005
7;0.47624635696411133;4.232918977737427;47076;7005
7;1.0933825969696045;6.567238807678223;47076;7005
7;0.6098537445068359;3.2777721881866455;47076;7005
7;0.9976606369018555;4.566742897033691;47076;7005
7;0.7035622596740723;4.404685735702515;47076;7005
7;0.6117327213287354;4.7404491901397705;47076;7005
7;0.5014829635620117;3.886103391647339;47076;7005
7;0.6270334720611572;3.6467490196228027;47076;7005
8;1.0351438522338867;3.749767541885376;47076;6177
8;0.7039616107940674;3.690711259841919;47076;6177
8;0.5500178337097168;3.2167861461639404;47076;6177
8;0.4797244071960449;3.562732696533203;47076;6177
8;1.057997703552246;4.277815341949463;47076;6177
8;0.5158114433288574;3.469038248062134;47076;6177
8;0.6000170707702637;4.000207185745239;47076;6177
8;0.6337099075317383;3.96830415725708;47076;6177
8;0.6085882186889648;4.367463827133179;47076;6177
8;0.6172540187835693;4.132499933242798;47076;6177
9;0.6306469440460205;4.005247116088867;47076;5516
9;0.6337802410125732;3.954035997390747;47076;5516
9;0.9073474407196045;4.511957168579102;47076;5516
9;0.5712480545043945;4.252435684204102;47076;5516
9;0.88116455078125;6.398155927658081;47076;5516
9;0.8430778980255127;3.3010902404785156;47076;5516
9;0.7605314254760742;3.466994047164917;47076;5516
9;0.6272807121276855;4.633009195327759;47076;5516
9;1.0162949562072754;4.0077903270721436;47076;5516
9;0.6487820148468018;4.736912250518799;47076;5516
